
let p = 1/2

%BEGIN rPTSA config
restriction := 2
q0 := q
m0 := m0
gamma0 := root
%END rPTSA config
    
%BEGIN rPTSA rules
(q, m0, root, 1, (q, m_a_1, up g1))
(q, m0, g338, 1 - p, (q_end, endStr, down))
(q_end, cont, g338, 1, (q_end, cont, down))
(q, cont, g338, 1, (q, cont, up g338))
(q, endStr, g338, 1, (q_end, endStr, down))
(q_end, m_a_338, root, 1, (q, m_a_339, up g339))
(q_end, m_b_338, root, 1, (q, m_b_339, up g339))
(q, m0, g339, p, (q, cont, up g339))
(q, m0, g339, 1 - p, (q_end, endStr, down))
(q_end, cont, g339, 1, (q_end, cont, down))
(q, cont, g339, 1, (q, cont, up g339))
(q, endStr, g339, 1, (q_end, endStr, down))
(q_end, m_a_339, root, 1, (q, m_a_340, up g340))
(q_end, m_b_339, root, 1, (q, m_b_340, up g340))
(q, m0, g340, p, (q, cont, up g340))
(q, m0, g340, 1 - p, (q_end, endStr, down))
(q_end, cont, g340, 1, (q_end, cont, down))
(q, cont, g340, 1, (q, cont, up g340))
(q, endStr, g340, 1, (q_end, endStr, down))
(q_end, m_a_340, root, 1, (q, m_a_341, up g341))
(q_end, m_b_340, root, 1, (q, m_b_341, up g341))
(q, m0, g341, p, (q, cont, up g341))
(q, m0, g341, 1 - p, (q_end, endStr, down))
(q_end, cont, g341, 1, (q_end, cont, down))
(q, cont, g341, 1, (q, cont, up g341))
(q, endStr, g341, 1, (q_end, endStr, down))
(q_end, m_a_341, root, 1, (q, m_a_342, up g342))
(q_end, m_b_341, root, 1, (q, m_b_342, up g342))
(q, m0, g342, p, (q, cont, up g342))
(q, m0, g342, 1 - p, (q_end, endStr, down))
(q_end, cont, g342, 1, (q_end, cont, down))
(q, cont, g342, 1, (q, cont, up g342))
(q, endStr, g342, 1, (q_end, endStr, down))
(q_end, m_a_342, root, 1, (q, m_a_343, up g343))
(q_end, m_b_342, root, 1, (q, m_b_343, up g343))
(q, m0, g343, p, (q, cont, up g343))
(q, m0, g343, 1 - p, (q_end, endStr, down))
(q_end, cont, g343, 1, (q_end, cont, down))
(q, cont, g343, 1, (q, cont, up g343))
(q, endStr, g343, 1, (q_end, endStr, down))
(q_end, m_a_343, root, 1, (q, m_a_344, up g344))
(q_end, m_b_343, root, 1, (q, m_b_344, up g344))
(q, m0, g344, p, (q, cont, up g344))
(q, m0, g344, 1 - p, (q_end, endStr, down))
(q_end, cont, g344, 1, (q_end, cont, down))
(q, cont, g344, 1, (q, cont, up g344))
(q, endStr, g344, 1, (q_end, endStr, down))
(q_end, m_a_344, root, 1, (q, m_a_345, up g345))
(q_end, m_b_344, root, 1, (q, m_b_345, up g345))
(q, m0, g345, p, (q, cont, up g345))
(q, m0, g345, 1 - p, (q_end, endStr, down))
(q_end, cont, g345, 1, (q_end, cont, down))
(q, cont, g345, 1, (q, cont, up g345))
(q, endStr, g345, 1, (q_end, endStr, down))
(q_end, m_a_345, root, 1, (q, m_a_346, up g346))
(q_end, m_b_345, root, 1, (q, m_b_346, up g346))
(q, m0, g346, p, (q, cont, up g346))
(q, m0, g346, 1 - p, (q_end, endStr, down))
(q_end, cont, g346, 1, (q_end, cont, down))
(q, cont, g346, 1, (q, cont, up g346))
(q, endStr, g346, 1, (q_end, endStr, down))
(q_end, m_a_346, root, 1, (q, m_a_347, up g347))
(q_end, m_b_346, root, 1, (q, m_b_347, up g347))
(q, m0, g347, p, (q, cont, up g347))
(q, m0, g347, 1 - p, (q_end, endStr, down))
(q_end, cont, g347, 1, (q_end, cont, down))
(q, cont, g347, 1, (q, cont, up g347))
(q, endStr, g347, 1, (q_end, endStr, down))
(q_end, m_a_347, root, 1, (q, m_a_348, up g348))
(q_end, m_b_347, root, 1, (q, m_b_348, up g348))
(q, m0, g348, p, (q, cont, up g348))
(q, m0, g348, 1 - p, (q_end, endStr, down))
(q_end, cont, g348, 1, (q_end, cont, down))
(q, cont, g348, 1, (q, cont, up g348))
(q, endStr, g348, 1, (q_end, endStr, down))
(q_end, m_a_348, root, 1, (q, m_a_349, up g349))
(q_end, m_b_348, root, 1, (q, m_b_349, up g349))
(q, m0, g349, p, (q, cont, up g349))
(q, m0, g349, 1 - p, (q_end, endStr, down))
(q_end, cont, g349, 1, (q_end, cont, down))
(q, cont, g349, 1, (q, cont, up g349))
(q, endStr, g349, 1, (q_end, endStr, down))
(q_end, m_a_349, root, 1, (q, m_a_350, up g350))
(q_end, m_b_349, root, 1, (q, m_b_350, up g350))
(q, m0, g350, p, (q, cont, up g350))
(q, m0, g350, 1 - p, (q_end, endStr, down))
(q_end, cont, g350, 1, (q_end, cont, down))
(q, cont, g350, 1, (q, cont, up g350))
(q, endStr, g350, 1, (q_end, endStr, down))
(q_end, m_a_350, root, 1, (q, m_a_351, up g351))
(q_end, m_b_350, root, 1, (q, m_b_351, up g351))
(q, m0, g351, p, (q, cont, up g351))
(q, m0, g351, 1 - p, (q_end, endStr, down))
(q_end, cont, g351, 1, (q_end, cont, down))
(q, cont, g351, 1, (q, cont, up g351))
(q, endStr, g351, 1, (q_end, endStr, down))
(q_end, m_a_351, root, 1, (q, m_a_352, up g352))
(q_end, m_b_351, root, 1, (q, m_b_352, up g352))
(q, m0, g352, p, (q, cont, up g352))
(q, m0, g352, 1 - p, (q_end, endStr, down))
(q_end, cont, g352, 1, (q_end, cont, down))
(q, cont, g352, 1, (q, cont, up g352))
(q, endStr, g352, 1, (q_end, endStr, down))
(q_end, m_a_352, root, 1, (q, m_a_353, up g353))
(q_end, m_b_352, root, 1, (q, m_b_353, up g353))
(q, m0, g353, p, (q, cont, up g353))
(q, m0, g353, 1 - p, (q_end, endStr, down))
(q_end, cont, g353, 1, (q_end, cont, down))
(q, cont, g353, 1, (q, cont, up g353))
(q, endStr, g353, 1, (q_end, endStr, down))
(q_end, m_a_353, root, 1, (q, m_a_354, up g354))
(q_end, m_b_353, root, 1, (q, m_b_354, up g354))
(q, m0, g354, p, (q, cont, up g354))
(q, m0, g354, 1 - p, (q_end, endStr, down))
(q_end, cont, g354, 1, (q_end, cont, down))
(q, cont, g354, 1, (q, cont, up g354))
(q, endStr, g354, 1, (q_end, endStr, down))
(q_end, m_a_354, root, 1, (q, m_a_355, up g355))
(q_end, m_b_354, root, 1, (q, m_b_355, up g355))
(q, m0, g355, p, (q, cont, up g355))
(q, m0, g355, 1 - p, (q_end, endStr, down))
(q_end, cont, g355, 1, (q_end, cont, down))
(q, cont, g355, 1, (q, cont, up g355))
(q, endStr, g355, 1, (q_end, endStr, down))
(q_end, m_a_355, root, 1, (q, m_a_356, up g356))
(q_end, m_b_355, root, 1, (q, m_b_356, up g356))
(q, m0, g356, p, (q, cont, up g356))
(q, m0, g356, 1 - p, (q_end, endStr, down))
(q_end, cont, g356, 1, (q_end, cont, down))
(q, cont, g356, 1, (q, cont, up g356))
(q, endStr, g356, 1, (q_end, endStr, down))
(q_end, m_a_356, root, 1, (q, m_a_357, up g357))
(q_end, m_b_356, root, 1, (q, m_b_357, up g357))
(q, m0, g357, p, (q, cont, up g357))
(q, m0, g357, 1 - p, (q_end, endStr, down))
(q_end, cont, g357, 1, (q_end, cont, down))
(q, cont, g357, 1, (q, cont, up g357))
(q, endStr, g357, 1, (q_end, endStr, down))
(q_end, m_a_357, root, 1, (q, m_a_358, up g358))
(q_end, m_b_357, root, 1, (q, m_b_358, up g358))
(q, m0, g358, p, (q, cont, up g358))
(q, m0, g358, 1 - p, (q_end, endStr, down))
(q_end, cont, g358, 1, (q_end, cont, down))
(q, cont, g358, 1, (q, cont, up g358))
(q, endStr, g358, 1, (q_end, endStr, down))
(q_end, m_a_358, root, 1, (q, m_a_359, up g359))
(q_end, m_b_358, root, 1, (q, m_b_359, up g359))
(q, m0, g359, p, (q, cont, up g359))
(q, m0, g359, 1 - p, (q_end, endStr, down))
(q_end, cont, g359, 1, (q_end, cont, down))
(q, cont, g359, 1, (q, cont, up g359))
(q, endStr, g359, 1, (q_end, endStr, down))
(q_end, m_a_359, root, 1, (q, m_a_360, up g360))
(q_end, m_b_359, root, 1, (q, m_b_360, up g360))
(q, m0, g360, p, (q, cont, up g360))
(q, m0, g360, 1 - p, (q_end, endStr, down))
(q_end, cont, g360, 1, (q_end, cont, down))
(q, cont, g360, 1, (q, cont, up g360))
(q, endStr, g360, 1, (q_end, endStr, down))
(q_end, m_a_360, root, 1, (q, m_a_361, up g361))
(q_end, m_b_360, root, 1, (q, m_b_361, up g361))
(q, m0, g361, p, (q, cont, up g361))
(q, m0, g361, 1 - p, (q_end, endStr, down))
(q_end, cont, g361, 1, (q_end, cont, down))
(q, cont, g361, 1, (q, cont, up g361))
(q, endStr, g361, 1, (q_end, endStr, down))
(q_end, m_a_361, root, 1, (q, m_a_362, up g362))
(q_end, m_b_361, root, 1, (q, m_b_362, up g362))
(q, m0, g362, p, (q, cont, up g362))
(q, m0, g362, 1 - p, (q_end, endStr, down))
(q_end, cont, g362, 1, (q_end, cont, down))
(q, cont, g362, 1, (q, cont, up g362))
(q, endStr, g362, 1, (q_end, endStr, down))
(q_end, m_a_362, root, 1, (q, m_a_363, up g363))
(q_end, m_b_362, root, 1, (q, m_b_363, up g363))
(q, m0, g363, p, (q, cont, up g363))
(q, m0, g363, 1 - p, (q_end, endStr, down))
(q_end, cont, g363, 1, (q_end, cont, down))
(q, cont, g363, 1, (q, cont, up g363))
(q, endStr, g363, 1, (q_end, endStr, down))
(q_end, m_a_363, root, 1, (q, m_a_364, up g364))
(q_end, m_b_363, root, 1, (q, m_b_364, up g364))
(q, m0, g364, p, (q, cont, up g364))
(q, m0, g364, 1 - p, (q_end, endStr, down))
(q_end, cont, g364, 1, (q_end, cont, down))
(q, cont, g364, 1, (q, cont, up g364))
(q, endStr, g364, 1, (q_end, endStr, down))
(q_end, m_a_364, root, 1, (q, m_a_365, up g365))
(q_end, m_b_364, root, 1, (q, m_b_365, up g365))
(q, m0, g365, p, (q, cont, up g365))
(q, m0, g365, 1 - p, (q_end, endStr, down))
(q_end, cont, g365, 1, (q_end, cont, down))
(q, cont, g365, 1, (q, cont, up g365))
(q, endStr, g365, 1, (q_end, endStr, down))
(q_end, m_a_365, root, 1, (q, m_a_366, up g366))
(q_end, m_b_365, root, 1, (q, m_b_366, up g366))
(q, m0, g366, p, (q, cont, up g366))
(q, m0, g366, 1 - p, (q_end, endStr, down))
(q_end, cont, g366, 1, (q_end, cont, down))
(q, cont, g366, 1, (q, cont, up g366))
(q, endStr, g366, 1, (q_end, endStr, down))
(q_end, m_a_366, root, 1, (q, m_a_367, up g367))
(q_end, m_b_366, root, 1, (q, m_b_367, up g367))
(q, m0, g367, p, (q, cont, up g367))
(q, m0, g367, 1 - p, (q_end, endStr, down))
(q_end, cont, g367, 1, (q_end, cont, down))
(q, cont, g367, 1, (q, cont, up g367))
(q, endStr, g367, 1, (q_end, endStr, down))
(q_end, m_a_367, root, 1, (q, m_a_368, up g368))
(q_end, m_b_367, root, 1, (q, m_b_368, up g368))
(q, m0, g368, p, (q, cont, up g368))
(q, m0, g368, 1 - p, (q_end, endStr, down))
(q_end, cont, g368, 1, (q_end, cont, down))
(q, cont, g368, 1, (q, cont, up g368))
(q, endStr, g368, 1, (q_end, endStr, down))
(q_end, m_a_368, root, 1, (q, m_a_369, up g369))
(q_end, m_b_368, root, 1, (q, m_b_369, up g369))
(q, m0, g369, p, (q, cont, up g369))
(q, m0, g369, 1 - p, (q_end, endStr, down))
(q_end, cont, g369, 1, (q_end, cont, down))
(q, cont, g369, 1, (q, cont, up g369))
(q, endStr, g369, 1, (q_end, endStr, down))
(q_end, m_a_369, root, 1, (q, m_a_370, up g370))
(q_end, m_b_369, root, 1, (q, m_b_370, up g370))
(q, m0, g370, p, (q, cont, up g370))
(q, m0, g370, 1 - p, (q_end, endStr, down))
(q_end, cont, g370, 1, (q_end, cont, down))
(q, cont, g370, 1, (q, cont, up g370))
(q, endStr, g370, 1, (q_end, endStr, down))
(q_end, m_a_370, root, 1, (q, m_a_371, up g371))
(q_end, m_b_370, root, 1, (q, m_b_371, up g371))
(q, m0, g371, p, (q, cont, up g371))
(q, m0, g371, 1 - p, (q_end, endStr, down))
(q_end, cont, g371, 1, (q_end, cont, down))
(q, cont, g371, 1, (q, cont, up g371))
(q, endStr, g371, 1, (q_end, endStr, down))
(q_end, m_a_371, root, 1, (q, m_a_372, up g372))
(q_end, m_b_371, root, 1, (q, m_b_372, up g372))
(q, m0, g372, p, (q, cont, up g372))
(q, m0, g372, 1 - p, (q_end, endStr, down))
(q_end, cont, g372, 1, (q_end, cont, down))
(q, cont, g372, 1, (q, cont, up g372))
(q, endStr, g372, 1, (q_end, endStr, down))
(q_end, m_a_372, root, 1, (q, m_a_373, up g373))
(q_end, m_b_372, root, 1, (q, m_b_373, up g373))
(q, m0, g373, p, (q, cont, up g373))
(q, m0, g373, 1 - p, (q_end, endStr, down))
(q_end, cont, g373, 1, (q_end, cont, down))
(q, cont, g373, 1, (q, cont, up g373))
(q, endStr, g373, 1, (q_end, endStr, down))
(q_end, m_a_373, root, 1, (q, m_a_374, up g374))
(q_end, m_b_373, root, 1, (q, m_b_374, up g374))
(q, m0, g374, p, (q, cont, up g374))
(q, m0, g374, 1 - p, (q_end, endStr, down))
(q_end, cont, g374, 1, (q_end, cont, down))
(q, cont, g374, 1, (q, cont, up g374))
(q, endStr, g374, 1, (q_end, endStr, down))
(q_end, m_a_374, root, 1, (q, m_a_375, up g375))
(q_end, m_b_374, root, 1, (q, m_b_375, up g375))
(q, m0, g375, p, (q, cont, up g375))
(q, m0, g375, 1 - p, (q_end, endStr, down))
(q_end, cont, g375, 1, (q_end, cont, down))
(q, cont, g375, 1, (q, cont, up g375))
(q, endStr, g375, 1, (q_end, endStr, down))
(q_end, m_a_375, root, 1, (q, m_a_376, up g376))
(q_end, m_b_375, root, 1, (q, m_b_376, up g376))
(q, m0, g376, p, (q, cont, up g376))
(q, m0, g376, 1 - p, (q_end, endStr, down))
(q_end, cont, g376, 1, (q_end, cont, down))
(q, cont, g376, 1, (q, cont, up g376))
(q, endStr, g376, 1, (q_end, endStr, down))
(q_end, m_a_376, root, 1, (q, m_a_377, up g377))
(q_end, m_b_376, root, 1, (q, m_b_377, up g377))
(q, m0, g377, p, (q, cont, up g377))
(q, m0, g377, 1 - p, (q_end, endStr, down))
(q_end, cont, g377, 1, (q_end, cont, down))
(q, cont, g377, 1, (q, cont, up g377))
(q, endStr, g377, 1, (q_end, endStr, down))
(q_end, m_a_377, root, 1, (q, m_a_378, up g378))
(q_end, m_b_377, root, 1, (q, m_b_378, up g378))
(q, m0, g378, p, (q, cont, up g378))
(q, m0, g378, 1 - p, (q_end, endStr, down))
(q_end, cont, g378, 1, (q_end, cont, down))
(q, cont, g378, 1, (q, cont, up g378))
(q, endStr, g378, 1, (q_end, endStr, down))
(q_end, m_a_378, root, 1, (q, m_a_379, up g379))
(q_end, m_b_378, root, 1, (q, m_b_379, up g379))
(q, m0, g379, p, (q, cont, up g379))
(q, m0, g379, 1 - p, (q_end, endStr, down))
(q_end, cont, g379, 1, (q_end, cont, down))
(q, cont, g379, 1, (q, cont, up g379))
(q, endStr, g379, 1, (q_end, endStr, down))
(q_end, m_a_379, root, 1, (q, m_a_380, up g380))
(q_end, m_b_379, root, 1, (q, m_b_380, up g380))
(q, m0, g380, p, (q, cont, up g380))
(q, m0, g380, 1 - p, (q_end, endStr, down))
(q_end, cont, g380, 1, (q_end, cont, down))
(q, cont, g380, 1, (q, cont, up g380))
(q, endStr, g380, 1, (q_end, endStr, down))
(q_end, m_a_380, root, 1, (q, m_a_381, up g381))
(q_end, m_b_380, root, 1, (q, m_b_381, up g381))
(q, m0, g381, p, (q, cont, up g381))
(q, m0, g381, 1 - p, (q_end, endStr, down))
(q_end, cont, g381, 1, (q_end, cont, down))
(q, cont, g381, 1, (q, cont, up g381))
(q, endStr, g381, 1, (q_end, endStr, down))
(q_end, m_a_381, root, 1, (q, m_a_382, up g382))
(q_end, m_b_381, root, 1, (q, m_b_382, up g382))
(q, m0, g382, p, (q, cont, up g382))
(q, m0, g382, 1 - p, (q_end, endStr, down))
(q_end, cont, g382, 1, (q_end, cont, down))
(q, cont, g382, 1, (q, cont, up g382))
(q, endStr, g382, 1, (q_end, endStr, down))
(q_end, m_a_382, root, 1, (q, m_a_383, up g383))
(q_end, m_b_382, root, 1, (q, m_b_383, up g383))
(q, m0, g383, p, (q, cont, up g383))
(q, m0, g383, 1 - p, (q_end, endStr, down))
(q_end, cont, g383, 1, (q_end, cont, down))
(q, cont, g383, 1, (q, cont, up g383))
(q, endStr, g383, 1, (q_end, endStr, down))
(q_end, m_a_383, root, 1, (q, m_a_384, up g384))
(q_end, m_b_383, root, 1, (q, m_b_384, up g384))
(q, m0, g384, p, (q, cont, up g384))
(q, m0, g384, 1 - p, (q_end, endStr, down))
(q_end, cont, g384, 1, (q_end, cont, down))
(q, cont, g384, 1, (q, cont, up g384))
(q, endStr, g384, 1, (q_end, endStr, down))
(q_end, m_a_384, root, 1, (q, m_a_385, up g385))
(q_end, m_b_384, root, 1, (q, m_b_385, up g385))
(q, m0, g385, p, (q, cont, up g385))
(q, m0, g385, 1 - p, (q_end, endStr, down))
(q_end, cont, g385, 1, (q_end, cont, down))
(q, cont, g385, 1, (q, cont, up g385))
(q, endStr, g385, 1, (q_end, endStr, down))
(q_end, m_a_385, root, 1, (q, m_a_386, up g386))
(q_end, m_b_385, root, 1, (q, m_b_386, up g386))
(q, m0, g386, p, (q, cont, up g386))
(q, m0, g386, 1 - p, (q_end, endStr, down))
(q_end, cont, g386, 1, (q_end, cont, down))
(q, cont, g386, 1, (q, cont, up g386))
(q, endStr, g386, 1, (q_end, endStr, down))
(q_end, m_a_386, root, 1, (q, m_a_387, up g387))
(q_end, m_b_386, root, 1, (q, m_b_387, up g387))
(q, m0, g387, p, (q, cont, up g387))
(q, m0, g387, 1 - p, (q_end, endStr, down))
(q_end, cont, g387, 1, (q_end, cont, down))
(q, cont, g387, 1, (q, cont, up g387))
(q, endStr, g387, 1, (q_end, endStr, down))
(q_end, m_a_387, root, 1, (q, m_a_388, up g388))
(q_end, m_b_387, root, 1, (q, m_b_388, up g388))
(q, m0, g388, p, (q, cont, up g388))
(q, m0, g388, 1 - p, (q_end, endStr, down))
(q_end, cont, g388, 1, (q_end, cont, down))
(q, cont, g388, 1, (q, cont, up g388))
(q, endStr, g388, 1, (q_end, endStr, down))
(q_end, m_a_388, root, 1, (q, m_a_389, up g389))
(q_end, m_b_388, root, 1, (q, m_b_389, up g389))
(q, m0, g389, p, (q, cont, up g389))
(q, m0, g389, 1 - p, (q_end, endStr, down))
(q_end, cont, g389, 1, (q_end, cont, down))
(q, cont, g389, 1, (q, cont, up g389))
(q, endStr, g389, 1, (q_end, endStr, down))
(q_end, m_a_389, root, 1, (q, m_a_390, up g390))
(q_end, m_b_389, root, 1, (q, m_b_390, up g390))
(q, m0, g390, p, (q, cont, up g390))
(q, m0, g390, 1 - p, (q_end, endStr, down))
(q_end, cont, g390, 1, (q_end, cont, down))
(q, cont, g390, 1, (q, cont, up g390))
(q, endStr, g390, 1, (q_end, endStr, down))
(q_end, m_a_390, root, 1, (q, m_a_391, up g391))
(q_end, m_b_390, root, 1, (q, m_b_391, up g391))
(q, m0, g391, p, (q, cont, up g391))
(q, m0, g391, 1 - p, (q_end, endStr, down))
(q_end, cont, g391, 1, (q_end, cont, down))
(q, cont, g391, 1, (q, cont, up g391))
(q, endStr, g391, 1, (q_end, endStr, down))
(q_end, m_a_391, root, 1, (q, m_a_392, up g392))
(q_end, m_b_391, root, 1, (q, m_b_392, up g392))
(q, m0, g392, p, (q, cont, up g392))
(q, m0, g392, 1 - p, (q_end, endStr, down))
(q_end, cont, g392, 1, (q_end, cont, down))
(q, cont, g392, 1, (q, cont, up g392))
(q, endStr, g392, 1, (q_end, endStr, down))
(q_end, m_a_392, root, 1, (q, m_a_393, up g393))
(q_end, m_b_392, root, 1, (q, m_b_393, up g393))
(q, m0, g393, p, (q, cont, up g393))
(q, m0, g393, 1 - p, (q_end, endStr, down))
(q_end, cont, g393, 1, (q_end, cont, down))
(q, cont, g393, 1, (q, cont, up g393))
(q, endStr, g393, 1, (q_end, endStr, down))
(q_end, m_a_393, root, 1, (q, m_a_394, up g394))
(q_end, m_b_393, root, 1, (q, m_b_394, up g394))
(q, m0, g394, p, (q, cont, up g394))
(q, m0, g394, 1 - p, (q_end, endStr, down))
(q_end, cont, g394, 1, (q_end, cont, down))
(q, cont, g394, 1, (q, cont, up g394))
(q, endStr, g394, 1, (q_end, endStr, down))
(q_end, m_a_394, root, 1, (q, m_a_395, up g395))
(q_end, m_b_394, root, 1, (q, m_b_395, up g395))
(q, m0, g395, p, (q, cont, up g395))
(q, m0, g395, 1 - p, (q_end, endStr, down))
(q_end, cont, g395, 1, (q_end, cont, down))
(q, cont, g395, 1, (q, cont, up g395))
(q, endStr, g395, 1, (q_end, endStr, down))
(q_end, m_a_395, root, 1, (q, m_a_396, up g396))
(q_end, m_b_395, root, 1, (q, m_b_396, up g396))
(q, m0, g396, p, (q, cont, up g396))
(q, m0, g396, 1 - p, (q_end, endStr, down))
(q_end, cont, g396, 1, (q_end, cont, down))
(q, cont, g396, 1, (q, cont, up g396))
(q, endStr, g396, 1, (q_end, endStr, down))
(q_end, m_a_396, root, 1, (q, m_a_397, up g397))
(q_end, m_b_396, root, 1, (q, m_b_397, up g397))
(q, m0, g397, p, (q, cont, up g397))
(q, m0, g397, 1 - p, (q_end, endStr, down))
(q_end, cont, g397, 1, (q_end, cont, down))
(q, cont, g397, 1, (q, cont, up g397))
(q, endStr, g397, 1, (q_end, endStr, down))
(q_end, m_a_397, root, 1, (q, m_a_398, up g398))
(q_end, m_b_397, root, 1, (q, m_b_398, up g398))
(q, m0, g398, p, (q, cont, up g398))
(q, m0, g398, 1 - p, (q_end, endStr, down))
(q_end, cont, g398, 1, (q_end, cont, down))
(q, cont, g398, 1, (q, cont, up g398))
(q, endStr, g398, 1, (q_end, endStr, down))
(q_end, m_a_398, root, 1, (q, m_a_399, up g399))
(q_end, m_b_398, root, 1, (q, m_b_399, up g399))
(q, m0, g399, p, (q, cont, up g399))
(q, m0, g399, 1 - p, (q_end, endStr, down))
(q_end, cont, g399, 1, (q_end, cont, down))
(q, cont, g399, 1, (q, cont, up g399))
(q, endStr, g399, 1, (q_end, endStr, down))
(q_end, m_a_399, root, 1, (q, m_a_400, up g400))
(q_end, m_b_399, root, 1, (q, m_b_400, up g400))
(q, m0, g400, p, (q, cont, up g400))
(q, m0, g400, 1 - p, (q_end, endStr, down))
(q_end, cont, g400, 1, (q_end, cont, down))
(q, cont, g400, 1, (q, cont, up g400))
(q, endStr, g400, 1, (q_end, endStr, down))
(q_end, m_a_400, root, 1, (q, m_a_401, up g401))
(q_end, m_b_400, root, 1, (q, m_b_401, up g401))
(q, m0, g401, p, (q, cont, up g401))
(q, m0, g401, 1 - p, (q_end, endStr, down))
(q_end, cont, g401, 1, (q_end, cont, down))
(q, cont, g401, 1, (q, cont, up g401))
(q, endStr, g401, 1, (q_end, endStr, down))
(q_end, m_a_401, root, 1, (q, m_a_402, up g402))
(q_end, m_b_401, root, 1, (q, m_b_402, up g402))
(q, m0, g402, p, (q, cont, up g402))
(q, m0, g402, 1 - p, (q_end, endStr, down))
(q_end, cont, g402, 1, (q_end, cont, down))
(q, cont, g402, 1, (q, cont, up g402))
(q, endStr, g402, 1, (q_end, endStr, down))
(q_end, m_a_402, root, 1, (q, m_a_403, up g403))
(q_end, m_b_402, root, 1, (q, m_b_403, up g403))
(q, m0, g403, p, (q, cont, up g403))
(q, m0, g403, 1 - p, (q_end, endStr, down))
(q_end, cont, g403, 1, (q_end, cont, down))
(q, cont, g403, 1, (q, cont, up g403))
(q, endStr, g403, 1, (q_end, endStr, down))
(q_end, m_a_403, root, 1, (q, m_a_404, up g404))
(q_end, m_b_403, root, 1, (q, m_b_404, up g404))
(q, m0, g404, p, (q, cont, up g404))
(q, m0, g404, 1 - p, (q_end, endStr, down))
(q_end, cont, g404, 1, (q_end, cont, down))
(q, cont, g404, 1, (q, cont, up g404))
(q, endStr, g404, 1, (q_end, endStr, down))
(q_end, m_a_404, root, 1, (q, m_a_405, up g405))
(q_end, m_b_404, root, 1, (q, m_b_405, up g405))
(q, m0, g405, p, (q, cont, up g405))
(q, m0, g405, 1 - p, (q_end, endStr, down))
(q_end, cont, g405, 1, (q_end, cont, down))
(q, cont, g405, 1, (q, cont, up g405))
(q, endStr, g405, 1, (q_end, endStr, down))
(q_end, m_a_405, root, 1, (q, m_a_406, up g406))
(q_end, m_b_405, root, 1, (q, m_b_406, up g406))
(q, m0, g406, p, (q, cont, up g406))
(q, m0, g406, 1 - p, (q_end, endStr, down))
(q_end, cont, g406, 1, (q_end, cont, down))
(q, cont, g406, 1, (q, cont, up g406))
(q, endStr, g406, 1, (q_end, endStr, down))
(q_end, m_a_406, root, 1, (q, m_a_407, up g407))
(q_end, m_b_406, root, 1, (q, m_b_407, up g407))
(q, m0, g407, p, (q, cont, up g407))
(q, m0, g407, 1 - p, (q_end, endStr, down))
(q_end, cont, g407, 1, (q_end, cont, down))
(q, cont, g407, 1, (q, cont, up g407))
(q, endStr, g407, 1, (q_end, endStr, down))
(q_end, m_a_407, root, 1, (q, m_a_408, up g408))
(q_end, m_b_407, root, 1, (q, m_b_408, up g408))
(q, m0, g408, p, (q, cont, up g408))
(q, m0, g408, 1 - p, (q_end, endStr, down))
(q_end, cont, g408, 1, (q_end, cont, down))
(q, cont, g408, 1, (q, cont, up g408))
(q, endStr, g408, 1, (q_end, endStr, down))
(q_end, m_a_408, root, 1, (q, m_a_409, up g409))
(q_end, m_b_408, root, 1, (q, m_b_409, up g409))
